,film_id,title,original_language,genre_ids,release_date,popularity,vote_average,vote_count,id,genre,release_year,release_month
0,565770,Blue Beetle,en,28,2023-08-16,2973,7.2,956,28,Action,2023,August
1,762430,Retribution,en,28,2023-08-23,1485,6.9,236,28,Action,2023,August
2,615656,Meg 2: The Trench,en,28,2023-08-02,1323,7.0,1973,28,Action,2023,August
3,385687,Fast X,en,28,2023-05-17,1183,7.3,3867,28,Action,2023,May
4,980489,Gran Turismo,en,28,2023-08-09,977,7.8,473,28,Action,2023,August
5,717930,Kandahar,en,28,2023-05-25,723,6.9,565,28,Action,2023,May
6,744278,Mondocane,it,28,2021-09-03,732,6.4,113,28,Action,2021,September
7,678512,Sound of Freedom,en,28,2023-07-03,567,8.0,494,28,Action,2023,July
8,667538,Transformers: Rise of the Beasts,en,28,2023-06-06,547,7.5,3262,28,Action,2023,June
9,298618,The Flash,en,28,2023-06-13,486,6.9,2950,28,Action,2023,June
10,603692,John Wick: Chapter 4,en,28,2023-03-22,434,7.8,4622,28,Action,2023,March
11,299054,Expend4bles,en,28,2023-09-15,460,6.6,79,28,Action,2023,September
12,926393,The Equalizer 3,en,28,2023-08-30,311,6.9,240,28,Action,2023,August
13,606403,Special Delivery,ko,28,2022-01-12,266,7.2,133,28,Action,2022,January
14,1085218,Darkland: The Return,da,28,2023-04-13,357,6.9,163,28,Action,2023,April
15,990140,Sakra,cn,28,2023-01-16,271,6.6,108,28,Action,2023,January
16,1880,Red Dawn,en,28,1984-08-10,301,6.3,691,28,Action,1984,August
17,1152238,Sons of Summer,en,28,2023-07-28,207,7.0,12,28,Action,2023,July
18,575264,Mission: Impossible - Dead Reckoning Part One,en,28,2023-07-08,277,7.7,1163,28,Action,2023,July
19,856289,Creation of the Gods I: Kingdom of Storms,zh,28,2023-07-20,232,7.5,88,28,Action,2023,July
20,1049951,Viking: Bloodlust,en,28,2023-04-21,247,7.1,43,28,Action,2023,April
21,696002,Paydirt,en,28,2020-08-07,245,5.9,59,28,Action,2020,August
22,1093485,The White Storm 3: Heaven or Hell,cn,28,2023-07-06,178,7.0,24,28,Action,2023,July
23,254128,San Andreas,en,28,2015-05-27,184,6.2,8035,28,Action,2015,May
24,979275,Mob Land,en,28,2023-08-04,193,5.8,36,28,Action,2023,August
25,1006462,The Flood,en,28,2023-07-14,230,6.8,204,28,Action,2023,July
26,791373,Zack Snyder's Justice League,en,28,2021-03-18,184,8.2,9199,28,Action,2021,March
27,1135229,I Am Rage,en,28,2023-09-14,168,6.7,19,28,Action,2023,September
28,1030987,Sympathy for the Devil,en,28,2023-07-20,178,6.3,105,28,Action,2023,July
29,634649,Spider-Man: No Way Home,en,28,2021-12-15,184,8.0,18292,28,Action,2021,December
30,457332,Hidden Strike,en,28,2023-07-06,185,7.0,749,28,Action,2023,July
31,1076487,Warhorse One,en,28,2023-06-30,178,7.2,180,28,Action,2023,June
32,361743,Top Gun: Maverick,en,28,2022-05-24,155,8.3,7545,28,Action,2022,May
33,1064835,The Seven Deadly Sins: Grudge of Edinburgh Part 2,ja,28,2023-08-08,201,7.3,98,28,Action,2023,August
34,869855,H4Z4RD,nl,28,2022-07-20,168,6.2,22,28,Action,2022,July
35,640146,Ant-Man and the Wasp: Quantumania,en,28,2023-02-15,152,6.4,4000,28,Action,2023,February
36,697843,Extraction 2,en,28,2023-06-09,160,7.5,1809,28,Action,2023,June
37,505642,Black Panther: Wakanda Forever,en,28,2022-11-09,146,7.2,5468,28,Action,2022,November
38,1163045,Jagun Jagun,yo,28,2023-08-10,141,6.5,47,28,Action,2023,August
39,1020394,The Squad: Home Run,fr,28,2023-08-25,141,6.1,62,28,Action,2023,August
40,1149381,Soulcatcher,pl,28,2023-08-02,163,6.6,192,28,Action,2023,August
41,324552,John Wick: Chapter 2,en,28,2017-02-08,126,7.3,12005,28,Action,2017,February
42,1061181,Kingdom 3: The Flame of Fate,ja,28,2023-07-28,130,7.6,67,28,Action,2023,July
43,840326,Sisu,fi,28,2023-01-27,141,7.5,1318,28,Action,2023,January
44,274855,Geostorm,en,28,2017-10-12,127,6.1,4440,28,Action,2017,October
45,324857,Spider-Man: Into the Spider-Verse,en,28,2018-12-06,91,8.4,14021,28,Action,2018,December
46,99861,Avengers: Age of Ultron,en,28,2015-04-22,97,7.3,21753,28,Action,2015,April
47,868759,Ghosted,en,28,2023-04-18,119,7.1,1315,28,Action,2023,April
48,813477,Shin Kamen Rider,ja,28,2023-03-17,120,7.0,203,28,Action,2023,March
49,458156,John Wick: Chapter 3 - Parabellum,en,28,2019-05-15,102,7.4,9710,28,Action,2019,May
50,445651,The Darkest Minds,en,28,2018-07-25,115,7.1,2617,28,Action,2018,July
51,383498,Deadpool 2,en,28,2018-05-10,92,7.5,16323,28,Action,2018,May
52,961420,Kingdom 2: Far and Away,ja,28,2022-07-15,97,7.1,52,28,Action,2022,July
53,1171541,Sniper: G.R.I.T. - Global Response & Intelligence Team,en,28,2023-09-26,116,7.0,9,28,Action,2023,September
54,675353,Sonic the Hedgehog 2,en,28,2022-04-08,111,7.6,4223,28,Action,2022,April
55,1036561,Shadow Master,en,28,2022-11-03,117,6.8,84,28,Action,2022,November
56,436270,Black Adam,en,28,2022-10-19,116,7.0,5467,28,Action,2022,October
57,384018,Fast & Furious Presents: Hobbs & Shaw,en,28,2019-08-01,85,6.9,6617,28,Action,2019,August
58,345940,The Meg,en,28,2018-08-09,108,6.3,7015,28,Action,2018,August
59,209112,Batman v Superman: Dawn of Justice,en,28,2016-03-23,79,6.0,17081,28,Action,2016,March
60,293660,Deadpool,en,28,2016-02-09,90,7.6,28893,28,Action,2016,February
61,1064517,Fist of the Condor,es,28,2023-04-04,95,7.4,53,28,Action,2023,April
62,27205,Inception,en,28,2010-07-15,84,8.4,34495,28,Action,2010,July
63,1000081,Sentinelle,fr,28,2023-08-27,87,5.2,128,28,Action,2023,August
64,370172,No Time to Die,en,28,2021-09-29,79,7.4,5501,28,Action,2021,September
65,436969,The Suicide Squad,en,28,2021-07-28,94,7.6,7691,28,Action,2021,July
66,284053,Thor: Ragnarok,en,28,2017-10-02,71,7.6,19537,28,Action,2017,October
67,49026,The Dark Knight Rises,en,28,2012-07-17,77,7.8,21334,28,Action,2012,July
68,284052,Doctor Strange,en,28,2016-10-25,84,7.4,20933,28,Action,2016,October
69,545611,Everything Everywhere All at Once,en,28,2022-03-24,75,7.8,5209,28,Action,2022,March
70,1143190,Fear the Night,en,28,2023-07-21,85,6.4,129,28,Action,2023,July
71,260358,Women in Heat Behind Bars,ja,28,1987-12-05,81,4.7,6,28,Action,1987,December
72,646389,Plane,en,28,2023-01-12,92,7.0,1745,28,Action,2023,January
73,588228,The Tomorrow War,en,28,2021-09-03,84,7.6,2802,28,Action,2021,September
74,345887,The Equalizer 2,en,28,2018-07-19,94,6.7,4652,28,Action,2018,July
75,138103,The Expendables 3,en,28,2014-08-07,90,6.2,4608,28,Action,2014,August
76,572802,Aquaman and the Lost Kingdom,en,28,2023-12-14,89,0.0,0,28,Action,2023,December
77,47964,A Good Day to Die Hard,en,28,2013-02-06,89,5.3,6052,28,Action,2013,February
78,198663,The Maze Runner,en,28,2014-09-10,83,7.2,15900,28,Action,2014,September
79,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,ja,28,2020-10-16,82,8.3,3410,28,Action,2020,October
80,315635,Spider-Man: Homecoming,en,28,2017-07-05,103,7.3,20506,28,Action,2017,July
81,337339,The Fate of the Furious,en,28,2017-04-12,75,6.9,9718,28,Action,2017,April
82,297762,Wonder Woman,en,28,2017-05-30,91,7.2,18954,28,Action,2017,May
83,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),en,28,2020-02-05,70,7.0,9654,28,Action,2020,February
84,19995,Avatar,en,28,2009-12-15,80,7.6,29812,28,Action,2009,December
85,177677,Mission: Impossible - Rogue Nation,en,28,2015-07-23,65,7.2,8181,28,Action,2015,July
86,799379,Project Wolf Hunting,ko,28,2022-09-21,76,6.4,257,28,Action,2022,September
87,122917,The Hobbit: The Battle of the Five Armies,en,28,2014-12-10,94,7.3,13298,28,Action,2014,December
88,986070,The Wrath of Becky,en,28,2023-05-26,81,6.7,146,28,Action,2023,May
89,820232,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,ja,28,2019-03-29,91,7.9,164,28,Action,2019,March
90,76341,Mad Max: Fury Road,en,28,2015-05-13,78,7.6,20911,28,Action,2015,May
91,879444,Accident Man: Hitman's Holiday,en,28,2022-10-14,98,6.5,115,28,Action,2022,October
92,566525,Shang-Chi and the Legend of the Ten Rings,en,28,2021-09-01,83,7.6,8478,28,Action,2021,September
93,1930,The Amazing Spider-Man,en,28,2012-06-23,79,6.7,16352,28,Action,2012,June
94,335787,Uncharted,en,28,2022-02-10,75,7.0,5064,28,Action,2022,February
95,603,The Matrix,en,28,1999-03-30,79,8.2,23815,28,Action,1999,March
96,353081,Mission: Impossible - Fallout,en,28,2018-07-13,76,7.4,7535,28,Action,2018,July
97,39254,Real Steel,en,28,2011-09-28,88,7.0,7570,28,Action,2011,September
98,429617,Spider-Man: Far From Home,en,28,2019-06-28,69,7.4,14493,28,Action,2019,June
99,1034587,Amigos,te,28,2023-02-10,112,4.4,5,28,Action,2023,February
100,272,Batman Begins,en,28,2005-06-10,66,7.7,19559,28,Action,2005,June
101,399566,Godzilla vs. Kong,en,28,2021-03-24,112,7.7,9079,28,Action,2021,March
102,1726,Iron Man,en,28,2008-04-30,73,7.6,24873,28,Action,2008,April
103,1738,Next,en,28,2007-04-25,111,6.1,2711,28,Action,2007,April
104,49530,In Time,en,28,2011-10-27,67,7.0,10555,28,Action,2011,October
105,512195,Red Notice,en,28,2021-11-04,73,6.8,5135,28,Action,2021,November
106,305470,Power Rangers,en,28,2017-03-23,52,6.3,4189,28,Action,2017,March
107,464052,Wonder Woman 1984,en,28,2020-12-16,65,6.5,7834,28,Action,2020,December
108,263115,Logan,en,28,2017-02-28,90,7.8,18115,28,Action,2017,February
109,102382,The Amazing Spider-Man 2,en,28,2014-04-16,73,6.5,12349,28,Action,2014,April
110,379149,The Foreigner,en,28,2017-09-28,63,7.0,2388,28,Action,2017,September
111,76163,The Expendables 2,en,28,2012-08-08,60,6.3,6288,28,Action,2012,August
112,135397,Jurassic World,en,28,2015-06-06,54,6.7,19413,28,Action,2015,June
113,137113,Edge of Tomorrow,en,28,2014-05-27,51,7.6,12828,28,Action,2014,May
114,948713,The Last Kingdom: Seven Kings Must Die,en,28,2023-04-14,64,7.3,524,28,Action,2023,April
115,454626,Sonic the Hedgehog,en,28,2020-02-12,68,7.3,8900,28,Action,2020,February
116,141052,Justice League,en,28,2017-11-15,91,6.1,12262,28,Action,2017,November
117,297802,Aquaman,en,28,2018-12-07,55,6.9,12965,28,Action,2018,December
118,127585,X-Men: Days of Future Past,en,28,2014-05-15,60,7.5,14432,28,Action,2014,May
119,718930,Bullet Train,en,28,2022-08-03,66,7.5,4802,28,Action,2022,August
120,299537,Captain Marvel,en,28,2019-03-06,67,6.8,14654,28,Action,2019,March
121,280,Terminator 2: Judgment Day,en,28,1991-07-03,69,8.1,11744,28,Action,1991,July
122,423204,Angel Has Fallen,en,28,2019-08-21,52,6.6,3172,28,Action,2019,August
123,339403,Baby Driver,en,28,2017-06-28,54,7.5,14634,28,Action,2017,June
124,76338,Thor: The Dark World,en,28,2013-10-30,60,6.5,16357,28,Action,2013,October
125,8681,Taken,en,28,2008-02-18,59,7.4,10431,28,Action,2008,February
126,385128,F9,en,28,2021-05-19,56,7.1,6659,28,Action,2021,May
127,497698,Black Widow,en,28,2021-07-07,68,7.3,9297,28,Action,2021,July
128,168259,Furious 7,en,28,2015-04-01,62,7.2,9988,28,Action,2015,April
129,303857,Dragon Ball Z: Resurrection 'F',ja,28,2015-04-18,58,6.8,1704,28,Action,2015,April
130,526896,Morbius,en,28,2022-03-30,64,6.1,3689,28,Action,2022,March
131,68721,Iron Man 3,en,28,2013-04-18,61,6.9,21062,28,Action,2013,April
132,552688,The Mother,en,28,2023-05-04,71,6.8,999,28,Action,2023,May
133,47971,xXx: Return of Xander Cage,en,28,2017-01-13,60,6.1,8541,28,Action,2017,January
134,724495,The Woman King,en,28,2022-09-16,60,7.7,1721,28,Action,2022,September
135,609681,The Marvels,en,28,2023-11-08,65,0.0,0,28,Action,2023,November
136,399579,Alita: Battle Angel,en,28,2019-01-31,50,7.2,8449,28,Action,2019,January
137,846433,The Enforcer,en,28,2022-09-22,43,7.2,342,28,Action,2022,September
138,758009,Shotgun Wedding,en,28,2022-12-28,64,6.3,970,28,Action,2022,December
139,476669,The King's Man,en,28,2021-12-22,63,6.8,3932,28,Action,2021,December
140,72190,World War Z,en,28,2013-06-20,55,6.8,14408,28,Action,2013,June
141,467938,Revenge,fr,28,2017-01-25,43,6.4,1566,28,Action,2017,January
142,451048,Jungle Cruise,en,28,2021-07-28,56,7.4,5197,28,Action,2021,July
143,1013860,R.I.P.D. 2: Rise of the Damned,en,28,2022-11-15,65,6.5,519,28,Action,2022,November
144,545609,Extraction,en,28,2020-04-24,59,7.4,5514,28,Action,2020,April
145,98,Gladiator,en,28,2000-05-04,54,8.2,16961,28,Action,2000,May
146,1130818,Sheroes,en,28,2023-06-23,57,6.5,93,28,Action,2023,June
147,752623,The Lost City,en,28,2022-03-24,58,6.6,2962,28,Action,2022,March
148,338970,Tomb Raider,en,28,2018-03-05,41,6.4,7316,28,Action,2018,March
149,405924,Janatha Garage,te,28,2016-09-01,80,7.3,30,28,Action,2016,September
150,1070777,One Day as a Lion,en,28,2023-04-04,58,6.2,74,28,Action,2023,April
151,68726,Pacific Rim,en,28,2013-07-11,56,6.9,11567,28,Action,2013,July
152,390043,The Hitman's Bodyguard,en,28,2017-08-16,47,6.9,5731,28,Action,2017,August
153,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,en,28,2016-06-01,42,6.0,3246,28,Action,2016,June
154,875104,Ip Man: The Awakening,zh,28,2023-05-05,62,6.8,59,28,Action,2023,May
155,637649,Wrath of Man,en,28,2021-04-22,60,7.7,4630,28,Action,2021,April
156,9806,The Incredibles,en,28,2004-10-27,63,7.7,16584,28,Action,2004,October
157,56292,Mission: Impossible - Ghost Protocol,en,28,2011-12-07,60,7.1,9215,28,Action,2011,December
158,348893,Boyka: Undisputed IV,en,28,2016-08-01,63,7.1,1189,28,Action,2016,August
159,260513,Incredibles 2,en,28,2018-06-14,54,7.5,12061,28,Action,2018,June
160,679,Aliens,en,28,1986-07-18,49,7.9,8757,28,Action,1986,July
161,82675,Taken 2,en,28,2012-09-27,47,6.3,6201,28,Action,2012,September
162,13183,Watchmen,en,28,2009-03-04,52,7.3,8485,28,Action,2009,March
163,568620,Snake Eyes: G.I. Joe Origins,en,28,2021-07-22,48,6.5,1396,28,Action,2021,July
164,579974,RRR,te,28,2022-03-24,49,7.8,1067,28,Action,2022,March
165,577922,Tenet,en,28,2020-08-22,47,7.2,8741,28,Action,2020,August
166,267860,London Has Fallen,en,28,2016-03-02,47,6.2,4408,28,Action,2016,March
167,14161,2012,en,28,2009-10-10,52,5.8,11299,28,Action,2009,October
168,335988,Transformers: The Last Knight,en,28,2017-06-16,61,6.1,5727,28,Action,2017,June
169,343668,Kingsman: The Golden Circle,en,28,2017-09-20,52,7.0,9557,28,Action,2017,September
170,739405,Operation Fortune: Ruse de Guerre,en,28,2023-01-04,60,6.6,1044,28,Action,2023,January
171,284054,Black Panther,en,28,2018-02-13,52,7.4,21052,28,Action,2018,February
172,872906,Jawan,hi,28,2023-09-07,56,7.4,67,28,Action,2023,September
173,12279,Spy Kids 3-D: Game Over,en,28,2003-07-25,41,5.1,2034,28,Action,2003,July
174,188927,Star Trek Beyond,en,28,2016-07-07,48,6.8,6226,28,Action,2016,July
175,245891,John Wick,en,28,2014-10-22,61,7.4,17920,28,Action,2014,October
176,551271,Medieval,en,28,2022-09-08,53,7.1,405,28,Action,2022,September
177,140300,Kung Fu Panda 3,en,28,2016-01-23,45,6.9,5327,28,Action,2016,January
178,427641,Rampage,en,28,2018-04-11,78,6.4,6533,28,Action,2018,April
179,117263,Olympus Has Fallen,en,28,2013-03-20,41,6.4,6217,28,Action,2013,March
180,629176,Samaritan,en,28,2022-08-25,58,6.8,1756,28,Action,2022,August
181,38575,The Karate Kid,en,28,2010-06-10,49,6.5,5545,28,Action,2010,June
182,1011679,Shark Side of the Moon,en,28,2022-08-12,54,5.2,139,28,Action,2022,August
183,615457,Nobody,en,28,2021-03-18,50,8.0,6217,28,Action,2021,March
184,273481,Sicario,en,28,2015-09-17,52,7.4,7834,28,Action,2015,September
185,9502,Kung Fu Panda,en,28,2008-06-04,53,7.2,10502,28,Action,2008,June
186,131634,The Hunger Games: Mockingjay - Part 2,en,28,2015-11-18,44,6.9,11556,28,Action,2015,November
187,118412,Berserk: The Golden Age Arc II - The Battle for Doldrey,ja,28,2012-06-23,48,7.3,357,28,Action,2012,June
188,330459,Rogue One: A Star Wars Story,en,28,2016-12-14,47,7.5,14352,28,Action,2016,December
189,725201,The Gray Man,en,28,2022-07-13,52,7.0,3121,28,Action,2022,July
190,111,Scarface,en,28,1983-12-09,54,8.2,10749,28,Action,1983,December
191,351286,Jurassic World: Fallen Kingdom,en,28,2018-06-22,49,6.5,10427,28,Action,2018,June
192,311324,The Great Wall,en,28,2016-12-16,42,6.0,4748,28,Action,2016,December
193,818511,Overhaul,pt,28,2023-09-27,54,7.6,12,28,Action,2023,September
194,312221,Creed,en,28,2015-11-25,47,7.4,6947,28,Action,2015,November
195,950253,Dr. Cheon and the Lost Talisman,ko,28,2023-09-27,45,0.0,0,28,Action,2023,September
196,823625,Blacklight,en,28,2022-02-10,45,6.2,950,28,Action,2022,February
197,9488,Spy Kids 2: The Island of Lost Dreams,en,28,2002-08-07,39,5.6,2005,28,Action,2002,August
198,395990,Death Wish,en,28,2018-03-02,38,6.1,2365,28,Action,2018,March
199,1579,Apocalypto,en,28,2006-12-07,51,7.6,5048,28,Action,2006,December
200,522938,Rambo: Last Blood,en,28,2019-09-19,45,6.5,3534,28,Action,2019,September
201,543504,Detective vs. Sleuths,cn,28,2022-07-08,60,6.8,63,28,Action,2022,July
202,1094319,The Best Man,en,28,2023-04-21,52,6.1,90,28,Action,2023,April
203,1168521,Dark Asset,en,28,2023-09-22,52,5.3,3,28,Action,2023,September
204,414,Batman Forever,en,28,1995-06-16,40,5.4,4780,28,Action,1995,June
205,134374,Pain & Gain,en,28,2013-04-18,73,6.2,4126,28,Action,2013,April
206,818397,Memory,en,28,2022-04-28,51,6.9,1292,28,Action,2022,April
207,13813,Defiance,en,28,2008-12-31,56,6.8,1594,28,Action,2008,December
208,8869,Eight Legged Freaks,en,28,2002-07-17,56,5.8,1110,28,Action,2002,July
209,961484,Last Seen Alive,en,28,2022-05-12,55,6.5,780,28,Action,2022,May
210,899112,Violent Night,en,28,2022-11-30,46,7.5,1593,28,Action,2022,November
211,184315,Hercules,en,28,2014-07-23,38,5.8,3824,28,Action,2014,July
212,113082,Berserk: The Golden Age Arc I - The Egg of the King,ja,28,2012-02-03,52,7.2,439,28,Action,2012,February
213,136797,Need for Speed,en,28,2014-03-12,47,6.4,4047,28,Action,2014,March
214,524047,Greenland,en,28,2020-07-29,45,7.1,4013,28,Action,2020,July
215,615173,The Witch: Part 2. The Other One,ko,28,2022-06-15,49,7.3,188,28,Action,2022,June
216,274857,King Arthur: Legend of the Sword,en,28,2017-05-10,41,6.5,5331,28,Action,2017,May
217,877703,Teen Wolf: The Movie,en,28,2023-01-18,39,7.6,678,28,Action,2023,January
218,124905,Godzilla,en,28,2014-05-14,44,6.3,8359,28,Action,2014,May
219,460465,Mortal Kombat,en,28,2021-04-07,57,7.1,5427,28,Action,2021,April
220,1368,First Blood,en,28,1982-10-22,42,7.5,5675,28,Action,1982,October
221,796185,The Three Musketeers: D'Artagnan,fr,28,2023-04-05,44,7.2,650,28,Action,2023,April
222,639933,The Northman,en,28,2022-04-07,52,7.1,3589,28,Action,2022,April
223,118340,Guardians of the Galaxy,en,28,2014-07-30,33,7.9,26634,28,Action,2014,July
224,7555,Rambo,en,28,2008-01-24,45,6.7,3556,28,Action,2008,January
225,931102,Ride On,zh,28,2023-04-07,45,7.4,146,28,Action,2023,April
226,1771,Captain America: The First Avenger,en,28,2011-07-22,44,7.0,20268,28,Action,2011,July
227,10054,Spy Kids,en,28,2001-03-18,46,5.8,3161,28,Action,2001,March
228,983793,Mojave Diamonds,en,28,2023-08-24,68,7.0,1,28,Action,2023,August
229,400535,Sicario: Day of the Soldado,en,28,2018-06-27,47,6.9,3191,28,Action,2018,June
230,860623,Last Man Down,en,28,2021-03-30,45,6.2,610,28,Action,2021,March
231,1107872,Mother's Day,pl,28,2023-05-24,46,5.9,182,28,Action,2023,May
232,7551,Déjà Vu,en,28,2006-11-22,34,6.8,4361,28,Action,2006,November
233,944401,DogMan,fr,28,2023-09-27,32,7.7,9,28,Action,2023,September
234,1369,Rambo: First Blood Part II,en,28,1985-05-21,52,6.6,3512,28,Action,1985,May
235,449443,Den of Thieves,en,28,2018-01-18,46,6.8,2612,28,Action,2018,January
236,607,Men in Black,en,28,1997-07-02,39,7.2,12836,28,Action,1997,July
237,949,Heat,en,28,1995-12-15,42,7.9,6551,28,Action,1995,December
238,873126,My Name Is Vendetta,it,28,2022-11-30,47,6.7,500,28,Action,2022,November
239,969926,Jericho Ridge,en,28,2023-07-14,44,6.5,6,28,Action,2023,July
240,399402,Hunter Killer,en,28,2018-10-19,45,6.9,1955,28,Action,2018,October
241,808396,God Is a Bullet,en,28,2023-06-22,45,6.3,99,28,Action,2023,June
242,297761,Suicide Squad,en,28,2016-08-03,43,5.9,20096,28,Action,2016,August
243,1370,Rambo III,en,28,1988-05-24,47,6.2,2868,28,Action,1988,May
244,855,Black Hawk Down,en,28,2001-12-28,37,7.4,5208,28,Action,2001,December
245,317442,The Last: Naruto the Movie,ja,28,2014-12-06,52,7.8,1714,28,Action,2014,December
246,9383,Hollow Man,en,28,2000-08-04,30,5.9,2309,28,Action,2000,August
247,2109,Rush Hour,en,28,1998-09-18,39,7.0,4374,28,Action,1998,September
248,293167,Kong: Skull Island,en,28,2017-03-08,40,6.5,9694,28,Action,2017,March
249,363088,Ant-Man and the Wasp,en,28,2018-07-04,38,7.0,12510,28,Action,2018,July
250,539972,Kraven the Hunter,en,28,2024-08-28,40,0.0,0,28,Action,2024,August
251,343611,Jack Reacher: Never Go Back,en,28,2016-10-19,44,5.9,4486,28,Action,2016,October
252,619803,The Roundup,ko,28,2022-05-18,39,7.2,185,28,Action,2022,May
253,1077280,Die Hart,en,28,2023-02-22,38,6.0,339,28,Action,2023,February
254,503736,Army of the Dead,en,28,2021-05-14,40,6.2,3638,28,Action,2021,May
255,43074,Ghostbusters,en,28,2016-07-14,40,5.4,5976,28,Action,2016,July
256,166424,Fantastic Four,en,28,2015-08-05,36,4.4,5648,28,Action,2015,August
257,848730,Los bastardos,es,28,2023-03-30,42,6.3,19,28,Action,2023,March
258,346,Seven Samurai,ja,28,1954-04-26,37,8.5,3230,28,Action,1954,April
259,256961,Paul Blart: Mall Cop 2,en,28,2015-04-16,38,5.1,1444,28,Action,2015,April
260,842945,Supercell,en,28,2023-03-17,43,6.0,197,28,Action,2023,March
261,316727,The Purge: Election Year,en,28,2016-06-29,41,6.4,4919,28,Action,2016,June
262,262500,Insurgent,en,28,2015-03-18,53,6.4,9494,28,Action,2015,March
263,5174,Rush Hour 3,en,28,2007-08-08,43,6.4,2903,28,Action,2007,August
264,218,The Terminator,en,28,1984-10-26,45,7.6,11874,28,Action,1984,October
265,987507,Bad City,ja,28,2022-07-05,53,6.9,73,28,Action,2022,July
266,54138,Star Trek Into Darkness,en,28,2013-05-05,36,7.3,8589,28,Action,2013,May
267,95,Armageddon,en,28,1998-07-01,37,6.8,7320,28,Action,1998,July
268,534,Terminator Salvation,en,28,2009-05-20,40,6.0,6009,28,Action,2009,May
269,424783,Bumblebee,en,28,2018-12-15,33,6.7,5639,28,Action,2018,December
270,11770,Shaolin Soccer,cn,28,2001-07-05,38,7.1,1994,28,Action,2001,July
271,49521,Man of Steel,en,28,2013-06-12,45,6.6,14309,28,Action,2013,June
272,249070,Hitman: Agent 47,en,28,2015-08-20,36,5.8,2812,28,Action,2015,August
273,4512,The Assassination of Jesse James by the Coward Robert Ford,en,28,2007-09-20,26,7.0,2273,28,Action,2007,September
274,514847,The Hunt,en,28,2020-03-11,36,6.7,2867,28,Action,2020,March
275,16219,Gladiator,en,28,1992-03-06,32,7.6,289,28,Action,1992,March
276,7485,Shooter,en,28,2007-03-22,39,7.1,4400,28,Action,2007,March
277,988233,Hex,en,28,2022-11-01,42,5.9,79,28,Action,2022,November
278,9654,The Italian Job,en,28,2003-05-30,60,6.8,5113,28,Action,2003,May
279,287947,Shazam!,en,28,2019-03-29,39,7.0,8838,28,Action,2019,March
280,752,V for Vendetta,en,28,2006-02-23,42,7.9,13556,28,Action,2006,February
281,513310,Boss Level,en,28,2021-02-19,35,6.9,1363,28,Action,2021,February
282,960704,Fullmetal Alchemist: The Final Alchemy,ja,28,2022-06-24,45,6.3,167,28,Action,2022,June
283,581387,Ashfall,ko,28,2019-12-19,35,6.8,510,28,Action,2019,December
284,13811,Knowing,en,28,2009-03-19,37,6.2,4902,28,Action,2009,March
285,9312,Mortal Kombat,en,28,1995-08-18,42,5.8,2073,28,Action,1995,August
286,39103,Dragon Ball Z: The Return of Cooler,ja,28,1992-03-07,32,6.5,730,28,Action,1992,March
287,39104,Dragon Ball Z: Super Android 13!,ja,28,1992-07-11,38,6.8,487,28,Action,1992,July
288,695721,The Hunger Games: The Ballad of Songbirds & Snakes,en,28,2023-11-15,35,0.0,0,28,Action,2023,November
289,246655,X-Men: Apocalypse,en,28,2016-05-18,48,6.5,12213,28,Action,2016,May
290,9823,Mortal Kombat: Annihilation,en,28,1997-11-11,32,4.5,1075,28,Action,1997,November
291,268896,Pacific Rim: Uprising,en,28,2018-03-21,42,6.1,4526,28,Action,2018,March
292,278924,Mechanic: Resurrection,en,28,2016-08-25,38,6.0,3083,28,Action,2016,August
293,6637,National Treasure: Book of Secrets,en,28,2007-12-13,32,6.3,4761,28,Action,2007,December
294,334074,Survivor,en,28,2015-05-21,31,5.7,941,28,Action,2015,May
295,257344,Pixels,en,28,2015-07-16,36,5.7,7061,28,Action,2015,July
296,648579,The Unbearable Weight of Massive Talent,en,28,2022-04-20,32,6.8,1499,28,Action,2022,April
297,39105,Dragon Ball Z: Bojack Unbound,ja,28,1993-07-10,42,7.1,486,28,Action,1993,July
298,5548,RoboCop,en,28,1987-07-17,39,7.3,4559,28,Action,1987,July
299,1885,The Karate Kid,en,28,1984-06-22,33,7.2,3798,28,Action,1984,June
300,415,Batman & Robin,en,28,1997-06-20,35,4.3,4625,28,Action,1997,June
301,800345,Carter,ko,28,2022-08-05,34,6.1,311,28,Action,2022,August
302,727340,Hunt,ko,28,2022-08-10,42,6.7,121,28,Action,2022,August
303,1034065,Rise of the Footsoldier: Vengeance,en,28,2023-09-15,49,6.0,0,28,Action,2023,September
304,399361,Triple Frontier,en,28,2019-03-06,33,6.3,2902,28,Action,2019,March
305,72331,Abraham Lincoln: Vampire Hunter,en,28,2012-06-20,44,5.7,3093,28,Action,2012,June
306,522162,Midway,en,28,2019-11-06,36,7.2,2253,28,Action,2019,November
307,9323,Ghost in the Shell,ja,28,1995-11-18,38,7.9,3009,28,Action,1995,November
308,22538,Scott Pilgrim vs. the World,en,28,2010-08-12,39,7.5,7154,28,Action,2010,August
309,9399,Lionheart,en,28,1990-06-07,40,6.5,932,28,Action,1990,June
310,698,Moonraker,en,28,1979-06-26,27,6.2,1775,28,Action,1979,June
